"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39"
"Hamming1",0.0588235294117647,0.0579831932773109,0.0571428571428571,0.0579831932773109,0.0579831932773109,0.0591036414565826,0.057703081232493,0.0565826330532213,0.0571428571428571,0.0574229691876751,0.0571428571428571,0.057703081232493,0.0588235294117647,0.0582633053221289,0.0571428571428571,0.0599439775910364,0.057703081232493,0.0599439775910364,0.0549019607843137,0.0563025210084034,0.0579831932773109,0.0574229691876751,0.0574229691876751,0.0568627450980392,0.0605042016806723,0.0568627450980392,0.0588235294117647,0.0591036414565826,0.0563025210084034,0.0549019607843137,0.0563025210084034,0.0588235294117647,0.0591036414565826,0.0560224089635854,0.0591036414565826,0.0585434173669468,0.0599439775910364,0.0565826330532213,0.0563025210084034
"Jaccard",0.288858321870702,0.28551724137931,0.282940360610264,0.284731774415406,0.285911602209945,0.289835164835165,0.284923928077455,0.280166435506241,0.282548476454294,0.28393351800554,0.282548476454294,0.284530386740331,0.288858321870702,0.286501377410468,0.282548476454294,0.292749658002736,0.284530386740331,0.292749658002736,0.274894810659187,0.279554937413074,0.28551724137931,0.28393351800554,0.283149171270718,0.281163434903047,0.294679399727149,0.281553398058252,0.288461538461538,0.289437585733882,0.279166666666667,0.274894810659187,0.279166666666667,0.288461538461538,0.289835164835165,0.278551532033426,0.289437585733882,0.287878787878788,0.292749658002736,0.279778393351801,0.279554937413074
"Spanning Trees",20.1821495872828,19.798442703578,20.9643973123719,19.7045454155833,20.0237154648065,20.0335605533812,20.5705598821587,20.8423336768984,20.7882500528525,20.3491486928523,20.8990647007436,20.3785323112974,19.9616676484802,20.0698517598341,21.0502384586379,19.1242904674214,20.2037036435684,18.7442227000765,21.9741087504921,20.3774116351981,19.8761742899635,20.3988699572249,20.5324421536302,20.2317543107316,18.816312600116,20.37492816646,19.6170424190341,19.2355846093725,21.4529045707473,22.1070872344564,20.6992733568897,19.4473312044178,19.7244083539435,21.8153266261291,19.4596802505349,20.0179132862279,19.4062368752562,20.2038531744286,20.5012489222734
"Hamming",0.0588235294117647,0.0579831932773109,0.0571428571428571,0.0579831932773109,0.0579831932773109,0.0591036414565826,0.057703081232493,0.0565826330532213,0.0571428571428571,0.0574229691876751,0.0571428571428571,0.057703081232493,0.0588235294117647,0.0582633053221289,0.0571428571428571,0.0599439775910364,0.057703081232493,0.0599439775910364,0.0549019607843137,0.0563025210084034,0.0579831932773109,0.0574229691876751,0.0574229691876751,0.0568627450980392,0.0605042016806723,0.0568627450980392,0.0588235294117647,0.0591036414565826,0.0563025210084034,0.0549019607843137,0.0563025210084034,0.0588235294117647,0.0591036414565826,0.0560224089635854,0.0591036414565826,0.0585434173669468,0.0599439775910364,0.0565826330532213,0.0563025210084034
"IM",0.146600326289481,0.150477348974485,0.154302661599334,0.148797925962602,0.154365153725285,0.14595469501332,0.154375249077087,0.153624581206818,0.154850301874101,0.155002785812937,0.149552422854965,0.146539041145124,0.150459972495758,0.148188005271291,0.150158550688898,0.141805464623368,0.152814530248235,0.145818647710016,0.163931326808477,0.156950551656426,0.150991962584856,0.15432714829117,0.145856502461575,0.153960024606238,0.146222952139593,0.156085626605562,0.15195056185174,0.150498025809906,0.148634231618067,0.161445537323149,0.162697814360019,0.149298584459397,0.146941282113043,0.153408452941834,0.147087618793627,0.148596737385254,0.143281877240378,0.153122873937358,0.161103369701548
"HIM",0.111695710035433,0.114029564712453,0.116349940909069,0.112922259704201,0.116598995251385,0.111346336782715,0.116536181315796,0.115762917884367,0.116713157169509,0.116882977802801,0.113206080455599,0.111362776912791,0.114233118962674,0.112592845361825,0.113606550135631,0.108862459660078,0.115503087055525,0.111481743952569,0.122245051448208,0.117905575646697,0.114369190492589,0.116435102288815,0.11084114015259,0.116053998114752,0.111897073584239,0.117465089735069,0.115215408820861,0.114330433844422,0.112387963502759,0.120579614403768,0.121738557305048,0.113468662929543,0.111993260561636,0.115483037152843,0.112089268076403,0.112934321794888,0.109824807750711,0.11543008465316,0.120673670701391
"alpha=0.5,order=5",7.73205820792664,8.07635982459908,8.34041457633749,7.36893444145271,8.53808534748986,7.66532020428975,8.07610883572974,8.06552732271968,8.00325230486357,8.61600823695447,8.24435612406332,7.9932265744441,7.73903310354026,7.73076951233642,7.79872531770356,7.71222510590162,7.96030461899897,8.01113415233231,9.12209087201296,9.11426898046112,8.03731981649255,8.48857073088701,7.79780524846363,8.20719068078356,7.51217267957832,8.45954806636085,7.88446265587698,7.75431635661389,7.9829937626922,9.16319281546927,7.92238302837066,7.77412759894306,7.7533451081657,7.98575024646965,7.48080005513209,8.02028582550511,7.54968853483506,7.93388621493876,8.86934960700153
"alpha=0.5,order=3",0.45688485060776,0.45960685482155,0.469538586712497,0.446415545264308,0.488553230334618,0.449787176983646,0.459427794849095,0.462592773264852,0.460802041526038,0.47790220925383,0.471373906020053,0.464427975380086,0.458134623777796,0.455947908175316,0.451199535473455,0.458893851879572,0.462264310450209,0.467717232000901,0.489148821503194,0.501969714659857,0.468716001170295,0.477368099354537,0.45067054224128,0.472445488008596,0.458753426402827,0.475237644842905,0.468507496518251,0.460367651010875,0.457995355342846,0.49928057254054,0.452028381855568,0.456508784056044,0.453453240674638,0.456142524932675,0.44929178620116,0.465570278432579,0.454221932849271,0.459770717290926,0.493386532378095
"alpha=0.9,order=3",0.0738841528517121,0.0727371627062229,0.0720435862081685,0.0728240548270079,0.0734053578185288,0.0738883120098574,0.0724202962321731,0.0713896202491013,0.0719373281480161,0.0723302447852239,0.0721510967658297,0.0728130366804667,0.0739785580538362,0.0732893373769893,0.0717028316947607,0.0751452414224385,0.0726804229137675,0.0751699733068436,0.0696427903654768,0.0716469737214635,0.0731744503175411,0.0724906696701028,0.0719467249451239,0.0719485136467578,0.0758825515806224,0.0718271385801868,0.0740559006383826,0.0743341983518195,0.0709439190174644,0.0700342241548341,0.0707260231707336,0.0738712581092269,0.0739946209380993,0.0706675191473687,0.0741978455048043,0.0737065656686007,0.0750703622697831,0.0714916933174595,0.0715536568741584
"ST norm",0.0466483967356685,0.0457209591243169,0.0485442309867893,0.0454942552193313,0.0462652546781613,0.0462890549327047,0.0475888796568581,0.0482479487834431,0.0481167263924032,0.0470525554314627,0.0483856298402687,0.0471236997518173,0.0461152805522298,0.0463767973667434,0.0487526915181977,0.0440954758892017,0.0467005427072003,0.0431813004778547,0.0510015178738628,0.0471209861666827,0.045908707250363,0.0471729474089052,0.0474965079507932,0.0467684137844659,0.0433545749682593,0.0471149727898574,0.0452830780399022,0.0443634745862922,0.0497316515267654,0.0513259998769244,0.0479009148668697,0.0448737450320593,0.0455422037388655,0.0506143344445899,0.0449035193560432,0.0462512285641697,0.0447746762467694,0.0467009044870461,0.0474209286819448
