"DPre Cp","D1st Cp","D1st WPC","DInterim","D2nd Cp","D2nd WPC","DPost Cp","EPre Cp","E1st Cp","E1st WPC","EInterim","E2nd Cp","E2nd WPC","EPost Cp","FPre Cp","F1st Cp","F1st WPC","FInterim","F2nd Cp","F2nd WPC","FPost Cp"
"DPre Cp",0,0.37029009471394,0.204365557708821,0.114880261558212,0.25156058630321,0.156653951230563,0.179162040773168,0.0942505350131873,0.706689551470976,0.241595554241763,0.138774067640135,0.174999273416473,0.139722883198431,0.167567263376547,0.101972022708463,0.231749054731969,0.148577697257736,0.0940155277053785,0.188733200784063,0.213335820023239,0.1831480049869
"D1st Cp",0.37029009471394,0,0.612560166204365,0.319374302771396,0.789885221711618,0.799203220739975,0.857135616693697,0.193861240800356,1.16430183851572,0.597047703746231,0.225371247385637,0.478672704032787,0.585665138948769,0.424212144846883,0.232173487879676,0.613118297055048,0.707325665266791,0.226675013736982,0.599403577777116,0.580737099332694,0.76846594054871
"D1st WPC",0.204365557708821,0.612560166204365,0,0.152775397587957,0.40783282904686,0.332253573990519,0.347701386484082,0.12556384992639,0.978998426984999,0.376465816080636,0.175659416917678,0.265495764770111,0.263403697915689,0.260368537331772,0.138896537084133,0.388698379926776,0.319412614803045,0.13462957165485,0.313351333011472,0.36643326597617,0.349821465648372
"DInterim",0.114880261558212,0.319374302771396,0.152775397587957,0,0.196591787185009,0.0933366761101942,0.107200432188123,0.0755191711888938,0.601347985685508,0.186399144187152,0.118967875867698,0.130412494127407,0.0911737962127259,0.129083410524287,0.078348807633608,0.18364066445162,0.0895698521504236,0.0716365751087314,0.137736958350718,0.169113110576529,0.119996413726973
"D2nd Cp",0.25156058630321,0.789885221711618,0.40783282904686,0.196591787185009,0,0.535956485014193,0.609898058713688,0.140396135428525,1.14021338913577,0.464757192295497,0.186310475927586,0.333492628372083,0.370642254679034,0.316787567166991,0.166480373538162,0.523406127644841,0.452815901902856,0.159808218409877,0.443397349463277,0.465282401566306,0.529818768968976
"D2nd WPC",0.156653951230563,0.799203220739975,0.332253573990519,0.0933366761101942,0.535956485014193,0,0.23284548449305,0.0953800922198756,1.20471908434551,0.41191862097773,0.151763076250381,0.222261146382151,0.165780402955696,0.22333188555696,0.102511503148181,0.436028497248029,0.200329906216248,0.0926762040949097,0.277923392199424,0.375612493954083,0.253556033668095
"DPost Cp",0.179162040773168,0.857135616693697,0.347701386484082,0.107200432188123,0.609898058713688,0.23284548449305,0,0.104903190539123,1.16809573976622,0.411498141540723,0.161679845379871,0.24660643308081,0.195805584619514,0.254014261970399,0.114520460430792,0.422811871712051,0.215398885499149,0.103175311271975,0.309101042650303,0.411513856349444,0.30433635842458
"EPre Cp",0.0942505350131873,0.193861240800356,0.12556384992639,0.0755191711888938,0.140396135428525,0.0953800922198756,0.104903190539123,0,0.575683819119921,0.182244579193072,0.147125042528989,0.144604055260715,0.115878071799192,0.149087963453446,0.0839793087282731,0.150324703060973,0.101791648561657,0.0810712891500793,0.128908616511684,0.142575593811022,0.119556394965169
"E1st Cp",0.706689551470976,1.16430183851572,0.978998426984999,0.601347985685508,1.14021338913577,1.20471908434551,1.16809573976622,0.575683819119921,0,1.14400106313318,0.522183399392268,1.29339641236064,1.55860686313186,1.07828018245122,0.534833337998007,1.073639175009,1.24608901549643,0.556482805876851,1.07900192168045,1.00059989387207,1.31598550903844
"E1st WPC",0.241595554241763,0.597047703746231,0.376465816080636,0.186399144187152,0.464757192295497,0.41191862097773,0.411498141540723,0.182244579193072,1.14400106313318,0,0.219444834491372,0.40422034216837,0.541640834264631,0.398802269469778,0.178354699681416,0.451585137806201,0.466963534304529,0.18055316230449,0.399107381470514,0.425603162523313,0.46050056209306
"EInterim",0.138774067640135,0.225371247385637,0.175659416917678,0.118967875867698,0.186310475927586,0.151763076250381,0.161679845379871,0.147125042528989,0.522183399392268,0.219444834491372,0,0.202497723070665,0.179883954380374,0.204795469568724,0.120668190886451,0.188796733099563,0.160936537016169,0.123614108460257,0.178612016232127,0.186019619100277,0.176702524570755
"E2nd Cp",0.174999273416473,0.478672704032787,0.265495764770111,0.130412494127407,0.333492628372083,0.222261146382151,0.24660643308081,0.144604055260715,1.29339641236064,0.40422034216837,0.202497723070665,0,0.292949655956559,0.321468630825869,0.137373869435094,0.342636557579376,0.244428396242537,0.128623126148498,0.286176312157903,0.320452690021421,0.301589255366131
"E2nd WPC",0.139722883198431,0.585665138948769,0.263403697915689,0.0911737962127259,0.370642254679034,0.165780402955696,0.195805584619514,0.115878071799192,1.55860686313186,0.541640834264631,0.179883954380374,0.292949655956559,0,0.297529445538709,0.106712197841236,0.379347294182522,0.18349642924324,0.100515586478672,0.266775493477351,0.349101875443527,0.251013363529339
"EPost Cp",0.167567263376547,0.424212144846883,0.260368537331772,0.129083410524287,0.316787567166991,0.22333188555696,0.254014261970399,0.149087963453446,1.07828018245122,0.398802269469778,0.204795469568724,0.321468630825869,0.297529445538709,0,0.136379830492533,0.316613751006522,0.250504106442339,0.135904260425861,0.280844954587915,0.317656725597789,0.292769671443945
"FPre Cp",0.101972022708463,0.232173487879676,0.138896537084133,0.078348807633608,0.166480373538162,0.102511503148181,0.114520460430792,0.0839793087282731,0.534833337998007,0.178354699681416,0.120668190886451,0.137373869435094,0.106712197841236,0.136379830492533,0,0.209669433861673,0.11886119027493,0.0910125051544193,0.165595191141273,0.188089451856435,0.148129951858353
"F1st Cp",0.231749054731969,0.613118297055048,0.388698379926776,0.18364066445162,0.523406127644841,0.436028497248029,0.422811871712051,0.150324703060973,1.073639175009,0.451585137806201,0.188796733099563,0.342636557579376,0.379347294182522,0.316613751006522,0.209669433861673,0,0.607899857318617,0.191085336521906,0.535583787724479,0.531529632051028,0.635536773638684
"F1st WPC",0.148577697257736,0.707325665266791,0.319412614803045,0.0895698521504236,0.452815901902856,0.200329906216248,0.215398885499149,0.101791648561657,1.24608901549643,0.466963534304529,0.160936537016169,0.244428396242537,0.18349642924324,0.250504106442339,0.11886119027493,0.607899857318617,0,0.111020506462201,0.412839011829031,0.58946394683272,0.361172326902157
