"DPre Cp","D1st Cp","D1st WPC","DInterim","D2nd Cp","D2nd WPC","DPost Cp","EPre Cp","E1st Cp","E1st WPC","EInterim","E2nd Cp","E2nd WPC","EPost Cp","FPre Cp","F1st Cp","F1st WPC","FInterim","F2nd Cp","F2nd WPC","FPost Cp"
"EInterim",10.121060169763,15.8682829821537,14.9874989704274,6.95782275894538,16.1626906277412,15.8685403466385,15.8046254780863,2.95349265878749,15.4521285939302,16.1129013216915,0,14.8843890585515,15.0825568360133,14.6406507663893,6.53581998952903,15.9582085509114,15.594564742847,7.46769340087253,16.2962719114712,15.0145116633735,16.2614431580754
"E2nd Cp",10.3830246181714,5.52286849260581,1.96406624389841,13.4090331224515,6.35174646465942,4.54039311499923,5.22761487099773,14.9478596476296,3.87825079689152,6.4525431234476,14.8843890585515,0,2.85852164454803,2.84367064667235,12.9483191614029,5.95122095819673,3.36718943599486,12.9151913284395,6.93790743629678,2.8495988332865,8.54317863048241
"E2nd WPC",10.5522882278528,4.37030407931316,2.33713465613664,13.6289242622405,5.3576146217395,3.39765176644449,4.17973792059928,15.1539681663146,2.87944913391501,5.43980799996024,15.0825568360133,2.85852164454803,0,3.97814584332551,13.132636301809,4.93074740622852,1.26211827049433,13.1252061472803,5.97272044752178,3.85710963221172,7.63951345131147
"EPost Cp",10.1135126086133,6.24990544567278,3.37329570476692,13.1369272479923,6.99287289865145,5.39282014885694,5.92662853812964,14.7014283555388,4.72359506785452,7.09113680148544,14.6406507663893,2.84367064667235,3.97814584332551,0,12.7033886120709,6.59239330119693,4.44052462762188,12.6418899132812,7.51242732327337,0.741529012456739,8.966591899349
"FPre Cp",7.34061585980534,14.0580718563145,13.1001498382943,2.9783468082996,14.3809251726808,14.0070955639014,13.9584089140385,6.08818784917449,13.5868450460293,14.3659789376859,6.53581998952903,12.9483191614029,13.132636301809,12.7033886120709,0,14.1689707976314,13.6691076465026,4.00336373414807,14.567765040972,13.0563359050937,14.6378029851933
"F1st Cp",11.8644580825536,1.91165459857886,5.93682212490981,14.7643209326238,2.61499667433241,3.90831437867047,2.38576160158116,16.043102628432,5.02586664269908,2.00344477608095,15.9582085509114,5.95122095819673,4.93074740622852,6.59239330119693,14.1689707976314,0,4.36863103187719,14.2950354472889,3.31208957495347,6.40935683610587,6.05539123928394
"F1st WPC",11.149814055029,3.78505462517811,3.02383197420145,14.2271803469784,4.82849734049754,3.27160179394669,3.89841796366299,15.6602086459899,3.28092392842552,4.88550042710392,15.594564742847,3.36718943599486,1.26211827049433,4.44052462762188,13.6691076465026,4.36863103187719,0,13.7293251807432,5.30663018551265,4.21221141971442,6.77448663697795
"FInterim",6.45101956383056,14.1766439390963,13.0726382530968,2.89626342947305,14.5036145117874,14.0533895431792,14.0311271689105,7.25287052057514,13.5712983360831,14.5050558896503,7.46769340087253,12.9151913284395,13.1252061472803,12.6418899132812,4.00336373414807,14.2950354472889,13.7293251807432,0,14.7337333931586,12.9940889526387,14.889160468088
"F2nd Cp",12.3734126903067,3.65017868345769,6.97212931469785,15.1898382115805,2.12277914645028,5.30593713425534,4.28813368429203,16.3855980685221,6.33323557290999,2.8027809887014,16.2962719114712,6.93790743629678,5.97272044752178,7.51242732327337,14.567765040972,3.31208957495347,5.30663018551265,14.7337333931586,0,7.31859750817508,5.50512906983508
"F2nd WPC",10.4201706257253,6.0584490296505,3.35864323608422,13.4978852475333,6.8126251377413,5.22544951312487,5.76914986747115,15.0803524357874,4.65832240102063,6.9131856502676,15.0145116633735,2.8495988332865,3.85710963221172,0.741529012456739,13.0563359050937,6.40935683610587,4.21221141971442,12.9940889526387,7.31859750817508,0,8.7706643475382
"FPost Cp",12.6549862830506,6.00266653388226,8.74263370786541,15.3225465314723,6.22370228677669,7.65467716445242,7.04436333424697,16.3748581242873,8.59640186171669,6.13988483033891,16.2614431580754,8.54317863048241,7.63951345131147,8.966591899349,14.6378029851933,6.05539123928394,6.77448663697795,14.889160468088,5.50512906983508,8.7706643475382,0
