"DPre Cp","D1st Cp","D1st WPC","DInterim","D2nd Cp","D2nd WPC","DPost Cp","EPre Cp","E1st Cp","E1st WPC","EInterim","E2nd Cp","E2nd WPC","EPost Cp","FPre Cp","F1st Cp","F1st WPC","FInterim","F2nd Cp","F2nd WPC","FPost Cp"
"DPre Cp",0,361.405998718032,52.8723052634109,16.5105335101809,99.2326174318235,30.2863929865729,34.7512561727528,10.5347624949769,1738.63332333466,93.2770842810875,56.1221622816213,33.2484266740591,21.9424414336784,36.0773287262174,11.7195387509669,92.4788999509473,27.1377481644312,11.6052049652289,38.8227460349787,92.313642909688,32.8296258181269
"D1st Cp",361.405998718032,0,601.565761045453,301.177184646376,826.432577234868,899.582834567969,957.410145593932,106.468090464017,2881.0029267364,472.84462788406,137.381181418881,384.269938654293,583.146064642903,311.586374364771,159.310835101164,540.101263791705,757.858361114618,163.560510646952,544.859311017885,522.823349227937,786.516573144634
"D1st WPC",52.8723052634109,601.565761045453,0,39.9570381615555,189.593444626888,136.699555495344,131.770581809967,21.1594298479111,2603.82394954182,175.055846015822,77.7376264496384,73.5100280590613,83.4939528052636,77.1065248075772,26.6836831680272,190.793992488395,119.924532968421,28.6718230159694,97.9330391597851,192.413404057488,116.910711823735
"DInterim",16.5105335101809,301.177184646376,39.9570381615555,0,83.7708252521298,6.39041869479033,8.21466262101223,6.43301716763563,1468.01162109719,70.4602282016743,49.1631713421888,20.1493148738349,5.74557869977992,24.785617359071,5.85655746839149,75.1538605933464,6.40456631372366,5.6604121749807,22.3477299199193,74.5629350278386,11.5227691527022
"D2nd Cp",99.2326174318235,826.432577234868,189.593444626888,83.7708252521298,0,330.592424258933,374.642319282241,32.9001706639277,2952.30766496682,250.733149198825,87.3157578314694,126.888149678697,178.401661411505,121.974677860031,47.7696028394558,306.243879902736,248.458452497601,49.3077933439525,197.314507029479,284.066281193368,268.397091600031
"D2nd WPC",30.2863929865729,899.582834567969,136.699555495344,6.39041869479033,330.592424258933,0,28.9261416391193,10.7311343445123,3307.87800058096,235.063895680219,74.0377681687837,50.798793253468,14.5623782281928,62.7536922612183,10.4699456166297,262.731254082552,22.6193664150666,9.99361360923821,71.9988074933018,241.254332829958,38.5708931988614
"DPost Cp",34.7512561727528,957.410145593932,131.770581809967,8.21466262101223,374.642319282241,28.9261416391193,0,12.1641670474655,3105.13686252414,219.61275195319,78.6787825721158,56.7924388134204,20.798950361786,73.1145011651785,12.1741855052651,241.504769337721,27.8523810075037,11.3883559896332,79.3958243777586,262.843779676121,51.0668128146233
"EPre Cp",10.5347624949769,106.468090464017,21.1594298479111,6.43301716763563,32.9001706639277,10.7311343445123,12.1641670474655,0,1401.92819072422,56.2446918912028,61.3396511605868,20.3844193419041,14.2020510076526,26.1111690471035,7.4470258385238,41.6780918915404,12.3187688305173,7.74256145033274,18.7145496667166,43.3086980545851,14.4253746767573
"E1st Cp",1738.63332333466,2881.0029267364,2603.82394954182,1468.01162109719,2952.30766496682,3307.87800058096,3105.13686252414,1401.92819072422,0,3218.54970801194,1102.89384891542,3660.73846361263,4387.09804644472,2785.29879865799,1233.23718366982,2675.19902187579,3347.2568585354,1346.48596359848,2786.90889194671,2494.86137994454,3472.26470567296
"E1st WPC",93.2770842810875,472.84462788406,175.055846015822,70.4602282016743,250.733149198825,235.063895680219,219.61275195319,56.2446918912028,3218.54970801194,0,105.179161156982,187.721997887911,349.950589583043,184.09272510838,57.5847743627205,245.284768160824,274.179015801375,63.7785641659687,183.250400163597,239.975954399968,238.829200818538
"EInterim",56.1221622816213,137.381181418881,77.7376264496384,49.1631713421888,87.3157578314694,74.0377681687837,78.6787825721158,61.3396511605868,1102.89384891542,105.179161156982,0,95.5156568249254,95.1199568336503,96.2382953703517,45.257286803952,87.524629925053,81.5787873169295,50.219842524969,79.2263239809615,91.5245248585365,85.2278365142294
"E2nd Cp",33.2484266740591,384.269938654293,73.5100280590613,20.1493148738349,126.888149678697,50.798793253468,56.7924388134204,20.3844193419041,3660.73846361263,187.721997887911,95.5156568249254,0,77.169539208225,93.2958635771379,19.9313115082454,148.64270126778,59.4838473285452,19.7127834013944,71.5090861235399,149.579176416799,72.2245521084098
"E2nd WPC",21.9424414336784,583.146064642903,83.4939528052636,5.74557869977992,178.401661411505,14.5623782281928,20.798950361786,14.2020510076526,4387.09804644472,349.950589583043,95.1199568336503,77.169539208225,0,95.8674854880939,10.3152812101457,206.803516004734,18.6298314633408,10.2791366765593,62.3389213315898,207.939878492621,35.2546514441709
"EPost Cp",36.0773287262174,311.586374364771,77.1065248075772,24.785617359071,121.974677860031,62.7536922612183,73.1145011651785,26.1111690471035,2785.29879865799,184.09272510838,96.2382953703517,93.2958635771379,95.8674854880939,0,24.375136021917,133.568028166986,76.0351393252416,26.2002503176506,78.3576664356732,146.957448007244,83.4749864968868
"FPre Cp",11.7195387509669,159.310835101164,26.6836831680272,5.85655746839149,47.7696028394558,10.4699456166297,12.1741855052651,7.4470258385238,1233.23718366982,57.5847743627205,45.257286803952,19.9313115082454,10.3152812101457,24.375136021917,0,81.7953564205957,14.011391684081,8.47691910225889,27.8566071500315,78.0451346618313,18.4794521447973
"F1st Cp",92.4788999509473,540.101263791705,190.793992488395,75.1538605933464,306.243879902736,262.731254082552,241.504769337721,41.6780918915404,2675.19902187579,245.284768160824,87.524629925053,148.64270126778,206.803516004734,133.568028166986,81.7953564205957,0,428.069650113735,77.036715124917,296.452018186664,349.982793612725,401.259805622321
"F1st WPC",27.1377481644312,757.858361114618,119.924532968421,6.40456631372366,248.458452497601,22.6193664150666,27.8523810075037,12.3187688305173,3347.2568585354,274.179015801375,81.5787873169295,59.4838473285452,18.6298314633408,76.0351393252416,14.011391684081,428.069650113735,0,14.3880519838354,134.009183685383,461.927764462299,69.0401673220122
"FInterim",11.6052049652289,163.560510646952,28.6718230159694,5.6604121749807,49.3077933439525,9.99361360923821,11.3883559896332,7.74256145033274,1346.48596359848,63.7785641659687,50.219842524969,19.7127834013944,10.2791366765593,26.2002503176506,8.47691910225889,77.036715124917,14.3880519838354,0,30.5077162952157,107.848926878246,20.701795494728
"F2nd Cp",38.8227460349787,544.859311017885,97.9330391597851,22.3477299199193,197.314507029479,71.9988074933018,79.3958243777586,18.7145496667166,2786.90889194671,183.250400163597,79.2263239809615,71.5090861235399,62.3389213315898,78.3576664356732,27.8566071500315,296.452018186664,134.009183685383,30.5077162952157,0,414.955848170787,181.888072499162
"F2nd WPC",92.313642909688,522.823349227937,192.413404057488,74.5629350278386,284.066281193368,241.254332829958,262.843779676121,43.3086980545851,2494.86137994454,239.975954399968,91.5245248585365,149.579176416799,207.939878492621,146.957448007244,78.0451346618313,349.982793612725,461.927764462299,107.848926878246,414.955848170787,0,476.92295992082
"FPost Cp",32.8296258181269,786.516573144634,116.910711823735,11.5227691527022,268.397091600031,38.5708931988614,51.0668128146233,14.4253746767573,3472.26470567296,238.829200818538,85.2278365142294,72.2245521084098,35.2546514441709,83.4749864968868,18.4794521447973,401.259805622321,69.0401673220122,20.701795494728,181.888072499162,476.92295992082,0
